process,process_description,text,label
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Your insurance policy may allow you to
cancel it and obtain a refund. If you are
entitled to a refund and you cancel your
policy, then we will return the amount
within 15 Business Days. However, if
you arranged your insurance through
an insurance broker, then different
arrangements will apply — you will need to
ask your broker about those arrangements.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If you make a claim, then we will tell you:
a. about our claims process;
b. about any excess amounts you have to
cover or pay in relation to your claim;
c. about any waiting or no cover periods
that need to finish before we start
paying you under the policy; and
d. how to contact us regarding your claim.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If we are contacted by an uninsured person
who wishes to make a claim against one
of our customers, then we will tell them
about our claims process and what is
required for us to start a claim. If we have
accepted a claim under our insured’s motor
vehicle policy, then we will tell them:
a. about the next steps in the claims process;
b. about our Complaints process; and
c. who to contact to find out about
any claim they make, and their
contact details.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If we identify, or you tell us about a
mistake we make in handling your claim,
then we will immediately take action to
correct the mistake.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If you have a Complaint about anything to
do with how we handle your claim, then
you may make a Complaint to us through
our Complaints process.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Where the event (for example, a natural
disaster) that caused you to make a claim
under your policy also caused you to be in
urgent financial need of the benefits you
are entitled to under that policy, then we
will do either or both of the following:
a. fast-track both our assessment of your
claim and the process we follow to
make a decision about your claim;
b. pay you an advance amount to help ease
your urgent financial need — we will do
this within 5 Business Days after you
demonstrate your urgent financial need.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","When we are assessing your claim, we will
only ask for and rely on information that
is relevant to our decision. If we ask you
for information, then we will tell you why
we need it.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If you make a claim and we need further
information or assessment, then within
10 Business Days of receiving your claim
we will:
a. tell you any information we need to
make a decision on your claim. We will
use our best endeavours to do that in
one request;
b. if necessary, appoint a Loss Assessor or
Loss Adjuster to assess your claim; and
c. provide our estimate of the likely
timeframe and process for us to make
a decision about your claim.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","When we assess your claim, we will
consider all relevant facts, the terms of
your insurance policy and the law.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We will tell you about the progress of your
claim at least every 20 Business Days.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We will respond to your routine enquiries
about your claim’s progress within 10
Business Days.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Once we have all relevant information
and have completed all enquiries, we will
decide whether to accept or deny your
claim and tell you of our decision within
10 Business Days.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Our decision will be made within 4 months
of receiving your claim, unless paragraph
78 applies. If we do not make a decision
within that time, we will tell you in writing
about our Complaints process.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","In circumstances where:
a. your claim arises from an Extraordinary
Catastrophe;
b. your claim is fraudulent, or we
reasonably suspect it is fraudulent;
c. you do not respond to our reasonable
inquiries or to our requests for
documents or information about
your claim;
d. we have difficulty communicating
with you about your claim due to
circumstances beyond our control; or
e. you request a delay in the claims process;
then within 12 months of receiving your
claim we will tell you our decision in
writing. If we cannot make a decision
within 12 months, we will tell you in
writing about our Complaints process.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If we deny your claim, or do not pay it in
full, then we will tell you, in writing:
a. the aspects of your claim that we do
not accept;
b. the reasons for our decision;
c. that you have the right to ask us for the
information about you that we relied on
when assessing your claim;
d. that you have the right to ask us for
copies of any Service Suppliers’ or
External Experts’ reports that we relied
on; and
e. about our Complaints process.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If any of the timeframes in this part are
not practical due, for example, to the
complex nature of your claim, we will
agree a reasonable alternative timetable
with you. If we cannot reach an agreement
on an alternative timetable, we will
provide details of our Complaints process.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We must comply with the timeframes in
this part of the Code, unless any of the
following apply:
a. we have complied with an alternative
timetable to which you agreed;
b. our conduct, and the actual timeframe,
were reasonable in all the circumstances; c. the reason we did not comply with
the timeframe was that a report from
an External Expert was delayed, even
though we used our best endeavours to
obtain the report in time.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We are committed to taking extra care with
customers who experience vulnerability.
We recognise that a person’s vulnerabilities
can give rise to unique needs, and that
their needs can change over time and in
response to particular situations.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","A person’s vulnerability may be due
to a range of factors such as:
a. age;
b. disability;
c. mental health conditions;
d. physical health conditions;
e. family violence;
f. language barriers;
g. literacy barriers;
h. cultural background;
i. Aboriginal or Torres Strait Islander status;
j. remote location; or
k. financial distress.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We encourage you to tell us about your
vulnerability so that we can work with you
to arrange support — otherwise, there is a
risk that we may not find out about it.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We will have internal policies and training
appropriate to our Employees’ roles to
help them:
a. understand if you may be vulnerable;
b. decide about how best, and to what
extent, we can support you;
c. take account of your particular needs
or vulnerability; and
d. engage with you with sensitivity,
dignity, respect and compassion —
this may include arranging additional
support, for example referring you to
people, or services, with specialist
training and experience.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We will have internal policies and training
appropriate to our Employees’ roles to help
them to identify if you are experiencing
Financial Hardship and decide how they
may be able to provide support to you.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We encourage you or your representative
to tell us about your Financial Hardship
so that we can work with you to discuss
your situation and the options available
to support you — otherwise there is a risk
that we may not find out about it.",1
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If our Collection Agent or solicitor
communicates with you about money
owed, then that communication will
identify us as the insurer that they are
acting on behalf of and will specify the
nature of our claim against you.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","You may complain to us about any
aspect of your relationship with us.",1
